quoteID,quoteText,subQuotationList,quoteByteSpans,speaker,addressees,quoteType,referringExpression,mentionTextsList,mentionSpansList,mentionEntitiesList
Q110,"Hallo, Rabbit, isn't that you?","[""Hallo, Rabbit, isn't that you?""]","[[14165, 14195]]",Winnie-the-pooh,['Rabbit'],Implicit,,"[['Rabbit', 'you']]","[[[14172, 14178], [14191, 14194]]]","[[['Rabbit'], ['Rabbit']]]"
Q111,"No,","['No,']","[[14199, 14202]]",Rabbit,['Winnie-the-pooh'],Explicit,said Rabbit,[[]],[[]],[[]]
Q112,But isn't that Rabbit's voice?,"[""But isn't that Rabbit's voice?""]","[[14259, 14289]]",Winnie-the-pooh,['Rabbit'],Implicit,,[['Rabbit']],"[[[14274, 14280]]]",[[['Rabbit']]]
Q113,"I don't _think_ so, It isn't _meant_ to be.","[""I don't _think_ so,"", ""It isn't _meant_ to be.""]","[[14293, 14312], [14328, 14351]]",Rabbit,['Winnie-the-pooh'],Explicit,said Rabbit,"[[], []]","[[], []]","[[], []]"
Q114,Oh!,['Oh!'],"[[14355, 14358]]",Winnie-the-pooh,['Rabbit'],Explicit,said Pooh,[[]],[[]],[[]]
Q115,"Well, could you very kindly tell me where Rabbit is?","['Well, could you very kindly tell me where Rabbit is?']","[[14466, 14518]]",Winnie-the-pooh,['Rabbit'],Anaphoric,he put it back and said,"[['you', 'Rabbit ']]","[[[14478, 14481], [14508, 14515]]]","[[['Rabbit'], ['Rabbit']]]"
Q116,"He has gone to see his friend Pooh Bear, who is a great friend of his.","['He has gone to see his friend Pooh Bear, who is a great friend of his.']","[[14522, 14592]]",Rabbit,['Winnie-the-pooh'],Implicit,,"[['He', 'Pooh Bear', 'his']]","[[[14522, 14524], [14552, 14561], [14588, 14591]]]","[[['Rabbit'], ['Winnie-the-pooh'], ['Rabbit']]]"
Q117,But this _is_ Me!,['But this _is_ Me!'],"[[14596, 14613]]",Winnie-the-pooh,['Rabbit'],,said Bear,[[]],[[]],[[]]
Q118,What sort of Me?,['What sort of Me?'],"[[14649, 14665]]",Rabbit,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q119,Pooh Bear.,['Pooh Bear.'],"[[14669, 14679]]",Winnie-the-pooh,['Rabbit'],Implicit,,[['Pooh Bear']],"[[[14669, 14678]]]",[[['Winnie-the-pooh']]]
Q120,Are you sure?,['Are you sure?'],"[[14683, 14696]]",Rabbit,[],Explicit,said Rabbit,[['you']],"[[[14687, 14690]]]",[[['Winnie-the-pooh']]]
Q121,"Quite, quite sure,","['Quite, quite sure,']","[[14735, 14753]]",Winnie-the-pooh,['Rabbit'],Explicit,said Pooh,[[]],[[]],[[]]
Q122,"Oh, well, then, come in.","['Oh, well, then, come in.']","[[14768, 14792]]",Rabbit,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q123,"You were quite right, It _is_
you. Glad to see you.","['You were quite right,', 'It _is_\nyou. Glad to see you.']","[[14883, 14904], [14945, 14974]]",Rabbit,['Winnie-the-pooh'],Explicit,said Rabbit,"[['You'], ['you', 'you']]","[[[14883, 14886]], [[14953, 14956], [14970, 14973]]]","[[['Winnie-the-pooh']], [['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q124,Who did you think it was?,['Who did you think it was?'],"[[14978, 15003]]",Winnie-the-pooh,['Rabbit'],Implicit,,[['you']],"[[[14986, 14989]]]",[[['Rabbit']]]
Q125,"Well, I wasn't sure. You know how it is in the Forest. One can't have
_anybody_ coming into one's house. One has to be _careful_. What about a
mouthful of something?","[""Well, I wasn't sure. You know how it is in the Forest. One can't have\n_anybody_ coming into one's house. One has to be _careful_. What about a\nmouthful of something?""]","[[15007, 15172]]",Rabbit,['Winnie-the-pooh'],Implicit,,[['You']],"[[[15028, 15031]]]",[[['Winnie-the-pooh']]]
Q126,Honey or condensed milk with your bread?,['Honey or condensed milk with your bread?'],"[[15337, 15377]]",Rabbit,['Winnie-the-pooh'],Explicit,Rabbit said,[['your']],"[[[15366, 15370]]]",[[['Winnie-the-pooh']]]
Q127,"Both,","['Both,']","[[15412, 15417]]",Winnie-the-pooh,['Rabbit'],Anaphoric,he said,[[]],[[]],[[]]
Q128,"But don't bother about the bread, please.","[""But don't bother about the bread, please.""]","[[15466, 15507]]",Winnie-the-pooh,['Rabbit'],Anaphoric,he added,[[]],[[]],[[]]
Q129,Must you?,['Must you?'],"[[15702, 15711]]",Rabbit,['Winnie-the-pooh'],Explicit,said Rabbit,[['you']],"[[[15707, 15710]]]",[[['Winnie-the-pooh']]]
Q130,"Well, I could stay a little longer if it--if you----","['Well,', 'I could stay a little longer if it--if you----']","[[15737, 15742], [15756, 15802]]",Winnie-the-pooh,['Rabbit'],Explicit,said Pooh,"[[], ['you']]","[[], [[15795, 15798]]]","[[], [['Rabbit']]]"
Q131,"As a matter of fact, I was going out myself directly.","['As a matter of fact,', 'I was going out myself directly.']","[[15869, 15889], [15905, 15937]]",Rabbit,['Winnie-the-pooh'],Explicit,said Rabbit,"[[], []]","[[], []]","[[], []]"
Q132,"Oh, well, then, I'll be going on. Good-bye.","[""Oh, well, then, I'll be going on. Good-bye.""]","[[15941, 15984]]",Winnie-the-pooh,['Rabbit'],Implicit,,[[]],[[]],[[]]
Q133,"Well, good-bye, if you're sure you won't have any more.","[""Well, good-bye, if you're sure you won't have any more.""]","[[15988, 16043]]",Rabbit,['Winnie-the-pooh'],Implicit,,"[['you', 'you']]","[[[16007, 16010], [16019, 16022]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q134,_Is_ there any more?,['_Is_ there any more?'],"[[16047, 16067]]",Winnie-the-pooh,['Rabbit'],Explicit,asked Pooh,[[]],[[]],[[]]
Q135,"No, there wasn't.","[""No, there wasn't.""]","[[16140, 16157]]",Rabbit,['Winnie-the-pooh'],Explicit,Rabbit took the covers off the dishes and said,[[]],[[]],[[]]
Q136,"I thought not, Well, good-bye. I must
be going on. Oh, help! I'd better go back. Oh, bother! I shall have to go on. I can't do either! Oh, help _and_ bother!","['I thought not,', 'Well, good-bye. I must\nbe going on.', 'Oh, help!', ""I'd better go back."", 'Oh, bother!', 'I shall have to go on.', ""I can't do either!"", 'Oh, help _and_ bother!']","[[16161, 16175], [16209, 16244], [16502, 16511], [16525, 16544], [16548, 16559], [16573, 16595], [16599, 16617], [16631, 16653]]",Winnie-the-pooh,['Rabbit'],Explicit,said Pooh,"[[], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], []]"
Q137,"Hallo, are you stuck?","['Hallo, are you stuck?']","[[16817, 16838]]",Rabbit,['Winnie-the-pooh'],Anaphoric,he asked,[['you']],"[[[16828, 16831]]]",[[['Winnie-the-pooh']]]
Q138,"N-no, Just resting and thinking and humming to
myself.","['N-no,', 'Just resting and thinking and humming to\nmyself.']","[[16852, 16857], [16882, 16930]]",Winnie-the-pooh,['Rabbit'],Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q139,"Here, give us a paw.","['Here, give us a paw.']","[[16934, 16954]]",Rabbit,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q140,_Ow!_ You're hurting!,"['_Ow!_', ""You're hurting!""]","[[17034, 17039], [17054, 17069]]",Winnie-the-pooh,['Rabbit'],Explicit,cried Pooh,"[[], ['You']]","[[], [[17054, 17057]]]","[[], [['Rabbit']]]"
Q141,"The fact is, you're stuck.","['The fact is,', ""you're stuck.""]","[[17073, 17085], [17101, 17114]]",Rabbit,['Winnie-the-pooh'],Explicit,said Rabbit,"[[], ['you']]","[[], [[17101, 17104]]]","[[], [['Winnie-the-pooh']]]"
Q142,"It all comes, of not having front doors big
enough.","['It all comes,', 'of not having front doors big\nenough.']","[[17118, 17131], [17153, 17190]]",Winnie-the-pooh,['Rabbit'],Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q143,"It all comes, of eating too much. I thought at
the time, only I didn't like to say anything, that one of us was eating too much, and I knew
if wasn't _me_, Well, well, I shall go and fetch Christopher
Robin.","['It all comes,', 'of eating too much. I thought at\nthe time,', ""only I didn't like to say anything,"", 'that one of us was eating too much,', ""and I knew\nif wasn't _me_,"", 'Well, well, I shall go and fetch Christopher\nRobin.']","[[17194, 17207], [17231, 17273], [17289, 17324], [17340, 17375], [17391, 17417], [17429, 17480]]",Rabbit,['Winnie-the-pooh'],Explicit,said Rabbit,"[[], [], [], ['us'], [], ['Christopher\nRobin']]","[[], [], [], [[17352, 17354]], [], [[17462, 17479]]]","[[], [], [], [['Winnie-the-pooh', 'Rabbit']], [], [['Christopher Robin - Story']]]"
Q144,"Silly old
Bear,","['Silly old\nBear,']","[[17616, 17631]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit']",Anaphoric,he said,[['Silly old\nBear']],"[[[17616, 17630]]]",[[['Winnie-the-pooh']]]
Q145,"I was just beginning to think, that
Rabbit might never be able to use his front door again. And I should
_hate_ that,","['I was just beginning to think,', 'that\nRabbit might never be able to use his front door again. And I should\n_hate_ that,']","[[17699, 17729], [17762, 17848]]",Winnie-the-pooh,"['Christopher Robin - Story', 'Rabbit']",Anaphoric,said Bear,"[[], ['Rabbit ', 'his']]","[[], [[17767, 17774], [17801, 17804]]]","[[], [['Rabbit'], ['Rabbit']]]"
Q146,"So should I,","['So should I,']","[[17861, 17873]]",Rabbit,"['Winnie-the-pooh', 'Christopher Robin - Story']",,said Rabbit,[[]],[[]],[[]]
Q147,"Use his front door again? Of course he'll use
his front door again.","['Use his front door again?', ""Of course he'll use\nhis front door again.""]","[[17890, 17915], [17942, 17983]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit']",Explicit,said Christopher Robin,"[['his'], ['he', 'his']]","[[[17894, 17897]], [[17952, 17954], [17962, 17965]]]","[[['Rabbit']], [['Rabbit'], ['Rabbit']]]"
Q148,"Good,","['Good,']","[[17987, 17992]]",Rabbit,"['Winnie-the-pooh', 'Christopher Robin - Story']",Explicit,said Rabbit,[[]],[[]],[[]]
Q149,"If we can't pull you out, Pooh, we might push you back.","[""If we can't pull you out, Pooh, we might push you back.""]","[[18009, 18064]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit']",Implicit,,"[['we', 'you', 'Pooh', 'we', 'you']]","[[[18012, 18014], [18026, 18029], [18035, 18039], [18041, 18043], [18055, 18058]]]","[[['Christopher Robin - Story', 'Rabbit'], ['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Christopher Robin - Story', 'Rabbit'], ['Winnie-the-pooh']]]"
Q150,You mean I'd _never_ get out?,"[""You mean I'd _never_ get out?""]","[[18318, 18347]]",Winnie-the-pooh,"['Christopher Robin - Story', 'Rabbit']",Explicit,said Pooh,[['You']],"[[[18318, 18321]]]",[[['Christopher Robin - Story']]]
Q151,"I mean, that having got _so_ far, it seems a pity to
waste it.","['I mean,', 'that having got _so_ far, it seems a pity to\nwaste it.']","[[18362, 18369], [18385, 18439]]",Rabbit,"['Winnie-the-pooh', 'Christopher Robin - Story']",Explicit,said Rabbit,"[[], []]","[[], []]","[[], []]"
Q152,"Then there's only one thing to be done, We shall have to
wait for you to get thin again.","[""Then there's only one thing to be done,"", 'We shall have to\nwait for you to get thin again.']","[[18470, 18509], [18521, 18569]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit']",Anaphoric,he said,"[[], ['We', 'you']]","[[], [[18521, 18523], [18547, 18550]]]","[[], [['Christopher Robin - Story', 'Rabbit'], ['Winnie-the-pooh']]]"
Q153,How long does getting thin take?,['How long does getting thin take?'],"[[18573, 18605]]",Winnie-the-pooh,"['Christopher Robin - Story', 'Rabbit']",Explicit,asked Pooh,[[]],[[]],[[]]
Q154,"About a week, I should think.","['About a week, I should think.']","[[18631, 18660]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit']",Implicit,,[[]],[[]],[[]]
Q155,But I can't stay here for a _week_!,"[""But I can't stay here for a _week_!""]","[[18664, 18699]]",Winnie-the-pooh,"['Christopher Robin - Story', 'Rabbit']",Implicit,,[[]],[[]],[[]]
Q156,"You can _stay_ here all right, silly old Bear. It's getting you out
which is so difficult.","[""You can _stay_ here all right, silly old Bear. It's getting you out\nwhich is so difficult.""]","[[18703, 18793]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit']",Implicit,,"[['You', 'silly old Bear', 'you']]","[[[18703, 18706], [18734, 18748], [18763, 18766]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q157,"We'll read to you, And I hope it won't snow, And I say, old fellow, you're taking up a good deal of room
in my house--_do_ you mind if I use your back legs as a towel-horse?
Because, I mean, there they are--doing nothing--and it would be very
convenient just to hang the towels on them.","[""We'll read to you,"", ""And I hope it won't snow,"", ""And I say, old fellow, you're taking up a good deal of room\nin my house--_do_ you mind if I use your back legs as a towel-horse?\nBecause, I mean, there they are--doing nothing--and it would be very\nconvenient just to hang the towels on them.""]","[[18797, 18815], [18842, 18867], [18880, 19121]]",Rabbit,"['Winnie-the-pooh', 'Christopher Robin - Story']",Explicit,said Rabbit,"[['We', 'you'], [], ['old fellow', 'you', 'you', 'your']]","[[[18797, 18799], [18811, 18814]], [], [[18891, 18901], [18903, 18906], [18958, 18961], [18976, 18980]]]","[[['Christopher Robin - Story', 'Rabbit'], ['Winnie-the-pooh']], [], [['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q158,A week! _What about meals?_,"['A week!', '_What about meals?_']","[[19125, 19132], [19155, 19174]]",Winnie-the-pooh,"['Christopher Robin - Story', 'Rabbit']",Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q159,"I'm afraid no meals, because of getting thin
quicker. But we _will_ read to you.","[""I'm afraid no meals,"", 'because of getting thin\nquicker. But we _will_ read to you.']","[[19178, 19198], [19225, 19284]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit']",Explicit,said Christopher Robin,"[[], ['we', 'you']]","[[], [[19262, 19264], [19280, 19283]]]","[[], [['Christopher Robin - Story', 'Rabbit'], ['Winnie-the-pooh']]]"
Q160,"Then would you read a Sustaining Book, such as would help and comfort a
Wedged Bear in Great Tightness?","['Then would you read a Sustaining Book, such as would help and comfort a\nWedged Bear in Great Tightness?']","[[19413, 19516]]",Winnie-the-pooh,"['Christopher Robin - Story', 'Rabbit']",Anaphoric,he said,[['you']],"[[[19424, 19427]]]",[[['Christopher Robin - Story']]]
Q161,_Now!_,['_Now!_'],"[[19767, 19773]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit']",Explicit,Christopher Robin said,[[]],[[]],[[]]
Q162,_Ow!_ _Oh!_,"['_Ow!_', '_Oh!_']","[[19986, 19991], [20003, 20008]]",Winnie-the-pooh,"['Christopher Robin - Story', 'Rabbit']",Explicit,Pooh only said,"[[], []]","[[], []]","[[], []]"
Q163,_Pop!_,['_Pop!_'],"[[20051, 20057]]",Winnie-the-pooh,"['Christopher Robin - Story', 'Rabbit']",Anaphoric,he said,[[]],[[]],[[]]
Q164,Silly old Bear!,['Silly old Bear!'],"[[20452, 20467]]",Christopher Robin - Story,['Christopher Robin - Story'],Explicit,Christopher Robin looked after him lovingly and said to himself,[['Silly old Bear']],"[[[20452, 20466]]]",[[['Winnie-the-pooh']]]
Q165,"I've got two names,","[""I've got two names,""]","[[21336, 21355]]",Christopher Robin - Story,['Piglet'],Explicit,said Christopher Robin,[[]],[[]],[[]]
Q166,"Well, there you are, that proves it,","['Well, there you are, that proves it,']","[[21394, 21430]]",Piglet,['Christopher Robin - Story'],Explicit,said Piglet,[['you']],"[[[21406, 21409]]]",[[['Christopher Robin - Story']]]
Q167,Hallo! what are _you_ doing?,"['Hallo!', 'what are _you_ doing?']","[[21717, 21723], [21739, 21760]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,"[[], ['you']]","[[], [[21749, 21752]]]","[[], [['Winnie-the-pooh']]]"
Q168,"Hunting,","['Hunting,']","[[21764, 21772]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,[[]],[[]],[[]]
Q169,Hunting what?,['Hunting what?'],"[[21787, 21800]]",Piglet,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q170,"Tracking something,","['Tracking something,']","[[21804, 21823]]",Winnie-the-pooh,['Piglet'],Explicit,said WinniethePooh,[[]],[[]],[[]]
Q171,Tracking what?,['Tracking what?'],"[[21867, 21881]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,[[]],[[]],[[]]
Q172,"That's just what I ask myself. I ask myself, What?","[""That's just what I ask myself. I ask myself, What?""]","[[21913, 21963]]",Winnie-the-pooh,['Piglet'],Implicit,,[[]],[[]],[[]]
Q173,What do you think you'll answer?,"[""What do you think you'll answer?""]","[[21967, 21999]]",Piglet,['Winnie-the-pooh'],Implicit,,"[['you', 'you']]","[[[21975, 21978], [21985, 21988]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q174,"I shall have to wait until I catch up with it, Now, look there. What do
you see there?","['I shall have to wait until I catch up with it,', 'Now, look there.', 'What do\nyou see there?']","[[22003, 22049], [22074, 22090], [22135, 22157]]",Winnie-the-pooh,['Piglet'],Explicit,said WinniethePooh,"[[], [], ['you']]","[[], [], [[22143, 22146]]]","[[], [], [['Piglet']]]"
Q175,"Tracks, Paw-marks. Oh, Pooh! Do you think it's a--a--a Woozle?","['Tracks,', 'Paw-marks.', ""Oh, Pooh! Do you think it's a--a--a Woozle?""]","[[22161, 22168], [22184, 22194], [22236, 22279]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,"[[], [], ['Pooh', 'you']]","[[], [], [[22240, 22244], [22249, 22252]]]","[[], [], [['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q176,"It may be, Sometimes it is, and sometimes it isn't. You
never can tell with paw-marks.","['It may be,', ""Sometimes it is, and sometimes it isn't. You\nnever can tell with paw-marks.""]","[[22283, 22293], [22307, 22382]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,"[[], ['You']]","[[], [[22348, 22351]]]","[[], [['Piglet']]]"
Q177,What's the matter?,"[""What's the matter?""]","[[22597, 22615]]",Piglet,['Winnie-the-pooh'],Explicit,asked Piglet,[[]],[[]],[[]]
Q178,"It's a very funny thing, but there seem to be
_two_ animals now. This--whatever-it-was--has been joined by
another--whatever-it-is--and the two of them are now proceeding
in company. Would you mind coming with me, Piglet, in case they
turn out to be Hostile Animals?","[""It's a very funny thing,"", 'but there seem to be\n_two_ animals now. This--whatever-it-was--has been joined by\nanother--whatever-it-is--and the two of them are now proceeding\nin company. Would you mind coming with me, Piglet, in case they\nturn out to be Hostile Animals?']","[[22633, 22657], [22671, 22912]]",Winnie-the-pooh,['Piglet'],Explicit,said Bear,"[[], ['you', 'Piglet']]","[[], [[22835, 22838], [22860, 22866]]]","[[], [['Piglet'], ['Piglet']]]"
